ndx	pdbpath	fxity	nfrags
1	../scop40/lq/d1lqsl_.ent	23.070791057728236	127
2	../scop40/sm/d1smba_.ent	35.56513189054283	149
3	../scop40/sm/d1smoa_.ent	44.05377816190297	98
4	../scop40/sm/d1smpi_.ent	42.31937375913503	85
5	../scop40/lq/d1lqta1.ent	35.434048063696665	204
6	../scop40/fi/d1fiua_.ent	34.12487453652227	271
7	../scop40/2a/d12asa_.ent	37.652715485046905	312
8	../scop40/51/d351ca_.ent	32.03497709270318	67
9	../scop40/56/d256ba_.ent	23.598289118692836	91
10	../scop40/lq/d1lqta2.ent	33.69077937551195	231
11	../scop40/lq/d1lqva_.ent	42.62111813500927	157
12	../scop40/sm/d1smra_.ent	40.461029570242616	316
13	../scop40/fi/d1fiw.1.ent	40.665750312421636	259
14	../scop40/fi/d2fi0a1.ent	25.363999035136075	64
15	../scop40/lr/d1lr0a_.ent	33.2393246371376	108
16	../scop40/lr/d1lr5a_.ent	38.39592628050542	145
17	../scop40/lr/d1lr7a1.ent	33.782550075942815	10
18	../scop40/sm/d1smva_.ent	39.314686890074704	181
19	../scop40/lr/d1lr7a2.ent	32.17447539811238	33
20	../scop40/sm/d1smxa_.ent	36.70513643295903	73
21	../scop40/fi/d2fi1a1.ent	32.84806130671827	172
22	../scop40/fi/d2fi2a1.ent	25.31816242067371	77
23	../scop40/6v/d16vpa_.ent	31.31900907656241	296
24	../scop40/91/d1914a1.ent	39.45881404933888	63
25	../scop40/91/d1914a2.ent	49.813849246886356	70
26	../scop40/fi/d2fi9a1.ent	36.05934823510163	103
27	../scop40/a0/d1a04a1.ent	24.863704648068953	52
28	../scop40/a0/d1a04a2.ent	32.56182744651421	123
29	../scop40/fi/d2fiaa1.ent	37.05262648576045	142
30	../scop40/lr/d1lrva_.ent	24.332848881907868	218
31	../scop40/lr/d1lrza1.ent	15.306686990257694	50
32	../scop40/fi/d2fika2.ent	41.47541101212875	156
33	../scop40/lr/d1lrza2.ent	39.50484194203007	150
34	../scop40/lr/d1lrza3.ent	39.01614072031267	155
35	../scop40/ls/d1ls1a1.ent	23.946217614285484	82
36	../scop40/a0/d1a06a_.ent	36.1629304277315	264
37	../scop40/a0/d1a0aa_.ent	23.932625362673505	48
38	../scop40/ls/d1ls1a2.ent	33.418756762872235	204
39	../scop40/fi/d2fiqa1.ent	33.77861410084634	388
40	../scop40/fi/d2fiua1.ent	32.159250855837946	79
41	../scop40/fi/d2fiwa1.ent	36.40470676154986	144
42	../scop40/ls/d1lsha1.ent	24.98479121582085	330
43	../scop40/a0/d1a0ca_.ent	35.00118102908675	422
44	../scop40/a0/d1a0ia1.ent	40.605374666167855	86
45	../scop40/fi/d2fiya1.ent	33.72315107313073	270
46	../scop40/ls/d1lsha2.ent	42.08291024160154	259
47	../scop40/a0/d1a0ia2.ent	38.23032237506568	216
48	../scop40/a0/d1a0pa1.ent	25.554252177335595	76
49	../scop40/fi/d4fiva_.ent	38.08032737903432	101
50	../scop40/a0/d1a0pa2.ent	31.637876940901837	165
51	../scop40/fj/d1fj2a_.ent	36.64610028908716	214
52	../scop40/fj/d1fjca_.ent	38.16331431667312	81
