ndx	pdbpath	fxity	nfrags
1	../scop40/lq/d1lqsl_.ent	2.6545413957287156	139
2	../scop40/sm/d1smba_.ent	4.887544819770882	161
3	../scop40/sm/d1smoa_.ent	4.156511893933239	110
4	../scop40/sm/d1smpi_.ent	4.520497288272855	97
5	../scop40/lq/d1lqta1.ent	4.793367636283096	216
6	../scop40/fi/d1fiua_.ent	4.293615473681638	283
7	../scop40/2a/d12asa_.ent	4.671656883842959	324
8	../scop40/51/d351ca_.ent	4.052341029826459	79
9	../scop40/56/d256ba_.ent	2.2565567423117083	103
10	../scop40/lq/d1lqta2.ent	5.0581492342586705	243
11	../scop40/lq/d1lqva_.ent	4.881887869983386	169
12	../scop40/fi/d1fiw.1.ent	5.1721110858602355	271
13	../scop40/sm/d1smra_.ent	4.686011663020158	328
14	../scop40/fi/d2fi0a1.ent	3.849507936109534	76
15	../scop40/lr/d1lr0a_.ent	4.525615652609765	120
16	../scop40/lr/d1lr5a_.ent	4.444530700008794	157
17	../scop40/lr/d1lr7a1.ent	4.173601184337313	22
18	../scop40/lr/d1lr7a2.ent	4.484350401879684	45
19	../scop40/fi/d2fi1a1.ent	4.208492901679281	184
20	../scop40/sm/d1smva_.ent	4.552972996152624	193
21	../scop40/fi/d2fi2a1.ent	3.128693336590427	89
22	../scop40/6v/d16vpa_.ent	4.542802083460082	308
23	../scop40/sm/d1smxa_.ent	4.3397331763404505	85
24	../scop40/91/d1914a1.ent	4.654193095818047	75
25	../scop40/fi/d2fi9a1.ent	4.746001426884424	115
26	../scop40/91/d1914a2.ent	6.287155253421319	82
27	../scop40/a0/d1a04a1.ent	3.2211285313854403	64
28	../scop40/a0/d1a04a2.ent	4.458740922339774	135
29	../scop40/sm/d1smyc_.ent		
30	../scop40/lr/d1lrva_.ent	3.437705281864173	230
31	../scop40/fi/d2fiaa1.ent	4.739776939634333	154
32	../scop40/lr/d1lrza1.ent	1.312110944057419	62
33	../scop40/lr/d1lrza2.ent	4.721085869562477	162
34	../scop40/fi/d2fika2.ent	5.073719643407737	168
35	../scop40/lr/d1lrza3.ent	4.913657086611848	167
36	../scop40/ls/d1ls1a1.ent	3.667536273714183	94
37	../scop40/a0/d1a06a_.ent	5.047359169854295	276
38	../scop40/a0/d1a0aa_.ent	3.29444436112856	60
39	../scop40/ls/d1ls1a2.ent	4.66935178814125	216
40	../scop40/fi/d2fiqa1.ent	4.430996716178654	400
41	../scop40/ls/d1lsha1.ent	3.9098734341613643	342
42	../scop40/fi/d2fiua1.ent	5.184917258836025	91
43	../scop40/a0/d1a0ca_.ent	4.2553040920663205	434
44	../scop40/fi/d2fiwa1.ent	5.040728714849318	156
45	../scop40/a0/d1a0ia1.ent	5.08337245471308	98
46	../scop40/ls/d1lsha2.ent	4.649638856122537	271
47	../scop40/a0/d1a0ia2.ent	4.935172495745265	228
48	../scop40/a0/d1a0pa1.ent	3.1911710224197023	88
49	../scop40/a0/d1a0pa2.ent	4.083193487658223	177
50	../scop40/fi/d2fiya1.ent	4.4921184675058	282
51	../scop40/fi/d4fiva_.ent	4.430039900279953	113
52	../scop40/ls/d1lsha3.ent	6.351198937250326	355
53	../scop40/fj/d1fj2a_.ent	4.646905289042045	226
54	../scop40/fj/d1fjca_.ent	4.776518711090766	93
55	../scop40/ls/d1lshb_.ent	4.940281158724925	172
56	../scop40/ls/d1lsla1.ent	3.9513838745327137	51
57	../scop40/fj/d1fjeb1.ent	4.914710410719462	88
58	../scop40/ls/d1lssa_.ent	4.391733993919357	129
59	../scop40/fj/d1fjha_.ent	4.688745454765608	233
60	../scop40/ls/d1lsta_.ent	4.512755950630278	235
61	../scop40/a0/d1a0tp_.ent	4.483465590074065	410
62	../scop40/a0/d2a07f1.ent	4.040627998508739	79
63	../scop40/fj/d1fjja_.ent	4.698371574268708	151
64	../scop40/a0/d2a0aa1.ent	4.70107383420521	128
65	../scop40/fj/d1fjla_.ent	3.235309036385494	62
66	../scop40/fj/d1fjna_.ent	4.737777822331958	36
67	../scop40/a0/d2a0ba_.ent	2.1335742927881793	115
68	../scop40/fj/d1fjra_.ent	4.494301789093305	185
69	../scop40/fj/d2fj6a1.ent	3.274949289344565	71
70	../scop40/fj/d2fj8a1.ent	4.195261613535677	56
71	../scop40/lt/d1lt7a_.ent	6.085155209345754	302
72	../scop40/fj/d2fjca1.ent	2.580277026850627	148
73	../scop40/fj/d2fjla1.ent	5.244040180246856	98
74	../scop40/a0/d2a0ma1.ent	4.833513310579477	296
75	../scop40/fk/d1fk5a_.ent	3.6461721501997575	90
76	../scop40/a0/d2a0sa1.ent	5.0786659290833205	163
77	../scop40/lt/d1ltla_.ent	4.6550858255535905	236
78	../scop40/fk/d1fkma1.ent	3.0140156489501146	190
79	../scop40/fk/d1fkma2.ent	3.8043699540227163	123
80	../scop40/fk/d2fk4a1.ent	4.701435490049652	61
81	../scop40/lt/d1ltoa_.ent	4.5087120552040725	240
82	../scop40/lt/d1ltqa1.ent	4.990188272719	139
83	../scop40/fk/d2fk8a1.ent	4.379754673031111	277
84	../scop40/a0/d2a0ua1.ent	4.780364987241223	366
85	../scop40/fk/d2fkba1.ent	5.298289350136546	159
86	../scop40/lt/d1ltza_.ent	4.465549664782891	271
87	../scop40/lu/d1lu0a_.ent	4.393347844078053	26
88	../scop40/fk/d2fkia1.ent	4.627421331328999	115
89	../scop40/fk/d2fkla1.ent	4.835290011201508	61
90	../scop40/lu/d1lu4a_.ent	4.904337167228712	135
91	../scop40/fk/d2fkza1.ent	2.644412929947996	154
92	../scop40/lu/d1luaa1.ent	4.4317852851121655	192
93	../scop40/lu/d1luaa2.ent	4.754964527300997	94
94	../scop40/fl/d1fl0a_.ent	4.39466736458762	161
95	../scop40/fl/d1fl2a1.ent	4.67625395520406	181
96	../scop40/fl/d1fl2a2.ent	4.695579521215917	123
97	../scop40/a1/d1a12a_.ent	4.552842004120107	398
98	../scop40/fl/d1flca1.ent	4.345869339512603	153
99	../scop40/a1/d1a17a_.ent	2.5406776916727862	156
100	../scop40/a1/d1a1ia1.ent	4.369220481798552	26
101	../scop40/lu/d1luca_.ent	4.819813784347475	323
102	../scop40/a1/d1a1va1.ent	4.64512911331526	132
103	../scop40/fl/d1flca2.ent	4.752026486216846	268
104	../scop40/fl/d1flei_.ent	4.205127766066574	44
105	../scop40/a1/d1a1va2.ent	4.7785673965756565	291
106	../scop40/lu/d1lucb_.ent	4.368559949469771	317
107	../scop40/a1/d1a1xa_.ent	4.27488576442728	103
108	../scop40/a1/d2a10a1.ent	4.769926120222748	101
109	../scop40/a1/d2a13a1.ent	4.653062982185967	148
110	../scop40/lu/d1luga_.ent	4.473165787373709	256
111	../scop40/lu/d1luia_.ent	4.806883104935169	105
112	../scop40/a1/d2a14a1.ent	4.659889724968215	254
113	../scop40/a1/d2a15a1.ent	4.926330053696761	129
114	../scop40/a1/d2a1fa1.ent	4.577057195588986	226
115	../scop40/lu/d1lura_.ent	4.741734731041554	320
116	../scop40/lu/d1luza_.ent	5.011764742898373	79
117	../scop40/lv/d1lv3a_.ent	4.497653245216467	62
118	../scop40/lv/d1lv7a_.ent	4.431016904060612	248
119	../scop40/lv/d1lvaa3.ent	3.6896291162385	61
120	../scop40/lv/d1lvaa4.ent	3.8515721382442036	57
121	../scop40/lv/d1lvfa_.ent	1.8082195289836858	103
122	../scop40/a1/d2a1ha1.ent	4.74171951614881	364
123	../scop40/a1/d2a1ia1.ent	4.507172486913052	126
124	../scop40/lv/d1lvla1.ent	4.96388529757075	217
125	../scop40/a1/d2a1ja1.ent	3.55683005814437	59
126	../scop40/a1/d2a1jb1.ent	3.105072951724535	75
127	../scop40/lv/d1lvla2.ent	4.779437244423662	112
128	../scop40/fl/d1flga_.ent	4.429438944318704	579
129	../scop40/fl/d1flma_.ent	4.7156131826224295	119
130	../scop40/fl/d1fltx_.ent	4.254830304139445	92
131	../scop40/a1/d2a1ka1.ent	4.735319415903191	207
132	../scop40/lv/d1lvmb_.ent	4.349760305077051	216
133	../scop40/a1/d2a1va1.ent	4.942083472463253	132
134	../scop40/fl/d2fl4a1.ent	4.717709159451494	143
135	../scop40/fm/d1fm0d_.ent	4.755718326956717	78
136	../scop40/lw/d1lw7a1.ent	4.909715096055715	156
137	../scop40/fm/d1fm0e_.ent	5.061997039136845	139
138	../scop40/lw/d1lw7a2.ent	4.685205826949053	176
139	../scop40/fm/d1fm4a_.ent	4.8448272549615226	156
140	../scop40/lw/d1lwba_.ent	3.097377879897131	119
141	../scop40/a1/d2a1xa1.ent	5.744163780247936	249
142	../scop40/a2/d1a25a_.ent	4.391108416146383	129
143	../scop40/a2/d1a2oa1.ent	4.53099620747304	137
144	../scop40/fm/d1fmca_.ent	4.430431803153749	252
145	../scop40/a2/d2a21a1.ent	4.470774968034431	260
146	../scop40/a2/d2a26a1.ent	3.103053676507912	52
147	../scop40/a2/d2a29a1.ent	4.791562959070288	133
148	../scop40/a2/d2a2ja1.ent	4.859316364730493	197
149	../scop40/lw/d1lwda_.ent	4.551691355844846	410
150	../scop40/lw/d1lwha1.ent	4.238527200628461	47
151	../scop40/fm/d1fmja_.ent	4.155657965823831	339
152	../scop40/a2/d2a2la1.ent	4.495996647181899	139
153	../scop40/fm/d1fmta1.ent	4.836813238102467	105
154	../scop40/fm/d1fmta2.ent	4.635489153746543	197
155	../scop40/a2/d2a2ma1.ent	4.2071195124663525	225
156	../scop40/fm/d2fm8a1.ent	4.5474342352462696	131
157	../scop40/a2/d2a2pa1.ent	4.729263966812719	117
158	../scop40/a2/d2a2ra2.ent	4.558833752362373	74
159	../scop40/a3/d1a32a_.ent	2.597775548392214	82
160	../scop40/a3/d1a34a_.ent	4.070774372379281	144
161	../scop40/fm/d2fm9a1.ent	2.811977026178268	198
